Example,Method,MSE
Example 4,OLS,1598.0147333547984
Example 4,OLS,856.9094685300713
Example 5,Lasso,14.56797430763602
Example 5,Lasso,14.12288982937663
Example 5,Lasso,9.626517174182231
Example 5,Lasso,10.536353996608002
Example 5,Lasso,16.86138263357443
Example 5,Lasso,14.554603749803675
Example 5,Lasso,14.044267516308143
Example 5,Lasso,34.58835020104443
Example 5,Lasso,18.54200768253062
Example 5,Lasso,13.465677642605685
Example 5,Lasso,22.810706471341987
Example 5,Lasso,9.754850572327776
Example 5,Lasso,11.863734257297338
Example 5,Lasso,14.092399313184872
Example 5,Lasso,19.529480709508242
Example 5,Lasso,24.094757024786304
Example 5,Lasso,25.135436697162074
Example 5,Lasso,11.481808203141648
Example 5,Lasso,24.93527550867228
Example 5,Lasso,12.570090468582253
Example 5,Lasso,12.467939102109767
Example 5,Lasso,18.095244623002692
Example 5,Lasso,17.424183555775933
Example 5,Lasso,11.410282227989255
Example 5,Lasso,13.740152144877442
Example 5,Lasso,9.549400477728097
Example 5,Lasso,23.964557027701684
Example 5,Lasso,15.164789086477846
Example 5,Lasso,15.718739322135667
Example 5,Lasso,12.553599583579958
Example 5,Lasso,12.063203686012452
Example 5,Lasso,12.39886360742779
Example 5,Lasso,14.667530588362066
Example 5,Lasso,19.67148200819464
Example 5,Lasso,15.61248142734601
Example 5,Lasso,12.230262437050051
Example 5,Lasso,29.83735360328736
Example 5,Lasso,14.122532924383309
Example 5,Lasso,11.428830606399927
Example 5,Lasso,10.490728488951065
Example 5,Lasso,14.075639629665503
Example 5,Lasso,13.907610211587517
Example 5,Lasso,16.145465937652087
Example 5,Lasso,25.932802749997858
Example 5,Lasso,24.64244053567638
Example 5,Lasso,15.070921343010214
Example 5,Lasso,10.890398566167335
Example 5,Lasso,12.019259645121842
Example 5,Lasso,15.445952040210138
Example 5,Lasso,14.390687140793213
Example 5,Elastic Net,14.56797430763602
Example 5,Elastic Net,14.12288982937663
Example 5,Elastic Net,9.626517174182231
Example 5,Elastic Net,10.536353996608002
Example 5,Elastic Net,16.86138263357443
Example 5,Elastic Net,14.554603749803675
Example 5,Elastic Net,14.044267516308143
Example 5,Elastic Net,34.73031273894502
Example 5,Elastic Net,18.54200768253062
Example 5,Elastic Net,13.465677642605685
Example 5,Elastic Net,22.04862874084902
Example 5,Elastic Net,9.754850572327776
Example 5,Elastic Net,11.863734257297338
Example 5,Elastic Net,14.092399313184872
Example 5,Elastic Net,19.529480709508242
Example 5,Elastic Net,23.551524285688725
Example 5,Elastic Net,25.135436697162074
Example 5,Elastic Net,11.481808203141648
Example 5,Elastic Net,24.93527550867228
Example 5,Elastic Net,12.570090468582253
Example 5,Elastic Net,12.467939102109767
Example 5,Elastic Net,18.095244623002692
Example 5,Elastic Net,17.368892661894975
Example 5,Elastic Net,11.410282227989255
Example 5,Elastic Net,13.740152144877442
Example 5,Elastic Net,9.549400477728097
Example 5,Elastic Net,23.964557027701684
Example 5,Elastic Net,15.164789086477846
Example 5,Elastic Net,15.718739322135667
Example 5,Elastic Net,12.553599583579958
Example 5,Elastic Net,12.063203686012452
Example 5,Elastic Net,12.39886360742779
Example 5,Elastic Net,14.667530588362066
Example 5,Elastic Net,19.67148200819464
Example 5,Elastic Net,15.61248142734601
Example 5,Elastic Net,12.230262437050051
Example 5,Elastic Net,29.83735360328736
Example 5,Elastic Net,14.122532924383309
Example 5,Elastic Net,11.428830606399927
Example 5,Elastic Net,10.490728488951065
Example 5,Elastic Net,14.075639629665503
Example 5,Elastic Net,13.907610211587517
Example 5,Elastic Net,16.145465937652087
Example 5,Elastic Net,26.08548701570915
Example 5,Elastic Net,24.796456493060887
Example 5,Elastic Net,15.070921343010214
Example 5,Elastic Net,10.890398566167335
Example 5,Elastic Net,12.019259645121842
Example 5,Elastic Net,15.445952040210138
Example 5,Elastic Net,14.390687140793213
Example 5,Ridge,50.68447029894654
Example 5,Ridge,46.852901274850204
Example 5,Ridge,37.511736019251074
Example 5,Ridge,55.68098442207736
Example 5,Ridge,44.75746453578062
Example 5,Ridge,47.34280346960931
Example 5,Ridge,39.48391096086606
Example 5,Ridge,64.60291254503355
Example 5,Ridge,51.328214661709815
Example 5,Ridge,60.850310376823785
Example 5,Ridge,58.16895554154646
Example 5,Ridge,42.18694685532842
Example 5,Ridge,45.61000369096473
Example 5,Ridge,44.52016724947869
Example 5,Ridge,47.4413695312367
Example 5,Ridge,64.55040130871
Example 5,Ridge,59.53274371048368
Example 5,Ridge,45.05384424854916
Example 5,Ridge,52.38799017928243
Example 5,Ridge,50.72598029051125
Example 5,Ridge,48.62782961365526
Example 5,Ridge,46.31121834945871
Example 5,Ridge,47.263593874107194
Example 5,Ridge,45.056745728455574
Example 5,Ridge,44.38897826084339
Example 5,Ridge,37.10601154986201
Example 5,Ridge,61.321817483673
Example 5,Ridge,50.62071108937923
Example 5,Ridge,48.17791262532561
Example 5,Ridge,36.99825164291581
Example 5,Ridge,41.88234772821279
Example 5,Ridge,40.27713241796531
Example 5,Ridge,49.61876465453898
Example 5,Ridge,41.62094072708445
Example 5,Ridge,48.8226420627181
Example 5,Ridge,53.078447378226414
Example 5,Ridge,61.76241716352215
Example 5,Ridge,47.715819846290564
Example 5,Ridge,52.938148155662134
Example 5,Ridge,47.26659388008261
Example 5,Ridge,45.60502724861731
Example 5,Ridge,51.81984152124655
Example 5,Ridge,57.99810481202877
Example 5,Ridge,54.250508409409356
Example 5,Ridge,65.12059431204594
Example 5,Ridge,50.0623851838771
Example 5,Ridge,44.832719636530186
Example 5,Ridge,51.414242750853944
Example 5,Ridge,50.37784825185137
Example 5,Ridge,51.3274959302534
Example 5,RFS Unopt,16.85859798533124
Example 5,RFS Unopt,12.145333011106805
Example 5,RFS Unopt,8.641351012915198
Example 5,RFS Unopt,10.568469370297283
Example 5,RFS Unopt,11.383854887998893
Example 5,RFS Unopt,13.889725887683271
Example 5,RFS Unopt,14.389168307471506
Example 5,RFS Unopt,13.423261666806999
Example 5,RFS Unopt,19.6441417443256
Example 5,RFS Unopt,17.05423482928795
Example 5,RFS Unopt,17.262791438381992
Example 5,RFS Unopt,10.602477046021926
Example 5,RFS Unopt,12.0592564383282
Example 5,RFS Unopt,11.394680009878828
Example 5,RFS Unopt,12.409313887033033
Example 5,RFS Unopt,24.6802946315928
Example 5,RFS Unopt,29.726171672396617
Example 5,RFS Unopt,11.788040013417266
Example 5,RFS Unopt,24.11372914429568
Example 5,RFS Unopt,13.354516026895743
Example 5,RFS Unopt,12.818930221789048
Example 5,RFS Unopt,16.878261899675095
Example 5,RFS Unopt,10.852163269653671
Example 5,RFS Unopt,12.841405077688414
Example 5,RFS Unopt,12.35455918817023
Example 5,RFS Unopt,9.538950102666597
Example 5,RFS Unopt,23.635969577782387
Example 5,RFS Unopt,15.304648340762142
Example 5,RFS Unopt,13.96644358520607
Example 5,RFS Unopt,11.5454968477361
Example 5,RFS Unopt,12.544171380092196
Example 5,RFS Unopt,13.278361613114507
Example 5,RFS Unopt,12.873908541815075
Example 5,RFS Unopt,15.351270130387492
Example 5,RFS Unopt,14.586477633959882
Example 5,RFS Unopt,14.270214363969377
Example 5,RFS Unopt,37.91137651612221
Example 5,RFS Unopt,14.592704041950299
Example 5,RFS Unopt,11.71341128387493
Example 5,RFS Unopt,9.651968139901532
Example 5,RFS Unopt,13.132498143146151
Example 5,RFS Unopt,13.588685584707754
Example 5,RFS Unopt,13.756137269169207
Example 5,RFS Unopt,14.627255995117878
Example 5,RFS Unopt,18.09144359255891
Example 5,RFS Unopt,15.414696820222993
Example 5,RFS Unopt,11.988137385782917
Example 5,RFS Unopt,10.376104630706578
Example 5,RFS Unopt,14.256358041356382
Example 5,RFS Unopt,14.707925392823514
Example 5,RFS Opt,14.43524658716103
Example 5,RFS Opt,24.982569192771447
Example 5,RFS Opt,14.850929065171313
Example 5,RFS Opt,17.351319649431584
Example 5,RFS Opt,26.419298776645082
Example 5,RFS Opt,12.274316519120129
Example 5,RFS Opt,13.731039975540844
Example 5,RFS Opt,11.166874507817404
Example 5,RFS Opt,31.3413578662926
Example 5,RFS Opt,16.003098261557437
Example 5,RFS Opt,30.29617092032444
Example 5,RFS Opt,23.769278258160135
Example 5,RFS Opt,10.365146920466838
Example 5,RFS Opt,11.306854905257797
Example 5,RFS Opt,27.428321101282812
Example 5,RFS Opt,22.512256299714505
Example 5,RFS Opt,35.52645705406231
Example 5,RFS Opt,9.886688914366323
Example 5,RFS Opt,23.334679647787052
Example 5,RFS Opt,23.186568784979762
Example 5,RFS Opt,21.762564521357284
Example 5,RFS Opt,27.828725492310525
Example 5,RFS Opt,30.086858151784146
Example 5,RFS Opt,28.352614353819263
Example 5,RFS Opt,27.404442957579363
Example 5,RFS Opt,9.686498053242929
Example 5,RFS Opt,42.66199463635763
Example 5,RFS Opt,26.92862593387625
Example 5,RFS Opt,12.720883035215572
Example 5,RFS Opt,15.73252038470437
Example 5,RFS Opt,25.27713786715978
Example 5,RFS Opt,26.909959418529315
Example 5,RFS Opt,27.67330970216126
Example 5,RFS Opt,26.7037712745175
Example 5,RFS Opt,23.42390121009986
Example 5,RFS Opt,12.897257844034051
Example 5,RFS Opt,35.85447932071993
Example 5,RFS Opt,24.17515493611777
Example 5,RFS Opt,11.584986713096795
Example 5,RFS Opt,24.900082960661685
Example 5,RFS Opt,21.799621992119548
Example 5,RFS Opt,25.592420171830916
Example 5,RFS Opt,27.08675003985001
Example 5,RFS Opt,32.939340180477174
Example 5,RFS Opt,24.825980595873563
Example 5,RFS Opt,27.228004449027015
Example 5,RFS Opt,28.308523472043913
Example 5,RFS Opt,10.7247763828755
Example 5,RFS Opt,26.411036654842714
Example 5,RFS Opt,27.12892123546324
Example 5,FS,14.43524658716114
Example 5,FS,25.24104433531746
Example 5,FS,25.00102983005051
Example 5,FS,31.660293846991646
Example 5,FS,26.41929877664515
Example 5,FS,30.69238550655986
Example 5,FS,42.800474399596375
Example 5,FS,27.672295836078312
Example 5,FS,32.428601169535334
Example 5,FS,62.422206543148384
Example 5,FS,30.797519758232763
Example 5,FS,25.012830202882284
Example 5,FS,9.939188808852611
Example 5,FS,11.2058603439154
Example 5,FS,27.428321101282897
Example 5,FS,63.310483019477395
Example 5,FS,35.52645705406234
Example 5,FS,9.886688914366301
Example 5,FS,67.76562439381155
Example 5,FS,23.186568784979713
Example 5,FS,26.698913634729262
Example 5,FS,27.8287254923106
Example 5,FS,30.08685815178426
Example 5,FS,28.352614353819227
Example 5,FS,27.328599807163602
Example 5,FS,23.817652353195278
Example 5,FS,50.7172501366215
Example 5,FS,26.92862593387639
Example 5,FS,13.133310550577288
Example 5,FS,14.677440078454014
Example 5,FS,26.63092469005643
Example 5,FS,27.549550514635484
Example 5,FS,27.673309702161216
Example 5,FS,27.868148031413664
Example 5,FS,23.423901210099913
Example 5,FS,28.901514244217942
Example 5,FS,68.89118948431577
Example 5,FS,26.780027410266285
Example 5,FS,56.204293972551774
Example 5,FS,24.900082960661678
Example 5,FS,27.876462098208982
Example 5,FS,25.592420171831083
Example 5,FS,28.05289789439955
Example 5,FS,32.93934018047717
Example 5,FS,25.907561713359815
Example 5,FS,27.588289404047863
Example 5,FS,28.925282881804677
Example 5,FS,24.351826874230515
Example 5,FS,29.21194943295962
Example 5,FS,28.81607599951938
Example 5,OLS,50.51644483688131
Example 5,OLS,52.77562473740911
Example 5,OLS,37.4721265872778
Example 5,OLS,61.314397916079976
Example 5,OLS,49.80338950042721
Example 5,OLS,53.774873976512794
Example 5,OLS,38.64217478062893
Example 5,OLS,64.58649279359234
Example 5,OLS,57.414123074431394
Example 5,OLS,69.04841210376702
Example 5,OLS,58.16584344406217
Example 5,OLS,47.60902495958173
Example 5,OLS,48.247456194966674
Example 5,OLS,47.56483871363692
Example 5,OLS,52.4058303650866
Example 5,OLS,65.438341192204
Example 5,OLS,59.524178609484466
Example 5,OLS,47.45916108230853
Example 5,OLS,52.24905186469932
Example 5,OLS,56.18435814369589
Example 5,OLS,48.6439468617731
Example 5,OLS,51.77602797954354
Example 5,OLS,47.29804464579004
Example 5,OLS,48.621594183945675
Example 5,OLS,56.401644769459914
Example 5,OLS,38.42626320108091
Example 5,OLS,63.59842357472395
Example 5,OLS,49.33518309409941
Example 5,OLS,49.767422145689686
Example 5,OLS,36.99892476241799
Example 5,OLS,41.922757989187645
Example 5,OLS,42.054430799210785
Example 5,OLS,49.64439967764063
Example 5,OLS,41.77046106252908
Example 5,OLS,53.14711770808589
Example 5,OLS,53.07902596403653
Example 5,OLS,64.0762002469032
Example 5,OLS,47.30609683432347
Example 5,OLS,55.44630222006332
Example 5,OLS,48.16421677998539
Example 5,OLS,46.44354111972027
Example 5,OLS,55.66749964208313
Example 5,OLS,61.2298803037261
Example 5,OLS,58.30206540936876
Example 5,OLS,65.09814734970111
Example 5,OLS,52.22817576582232
Example 5,OLS,44.8232881980172
Example 5,OLS,52.96509480913668
Example 5,OLS,50.32823919510139
Example 5,OLS,63.50873585181295
Example 6,Lasso,17.521311369498854
Example 6,Lasso,12.734130008695155
Example 6,Lasso,13.882824942121658
Example 6,Lasso,12.381008746071036
Example 6,Lasso,12.522935446528852
Example 6,Lasso,12.489646261745529
Example 6,Lasso,14.527139676654423
Example 6,Lasso,19.684108014213706
Example 6,Lasso,14.849870662024339
Example 6,Lasso,20.755782487459577
Example 6,Lasso,25.15163091780477
Example 6,Lasso,14.398318303269477
Example 6,Lasso,18.423660468033827
Example 6,Lasso,17.648929319864976
Example 6,Lasso,14.59775043957261
Example 6,Lasso,13.578315803650005
Example 6,Lasso,21.367656486066128
Example 6,Lasso,13.064936497157614
Example 6,Lasso,12.227239951335472
Example 6,Lasso,16.93497377267587
Example 6,Lasso,14.305766011161614
Example 6,Lasso,16.178718513825142
Example 6,Lasso,26.37849180404389
Example 6,Lasso,17.833954299496806
Example 6,Lasso,13.723674262001456
Example 6,Lasso,15.003173152755753
Example 6,Lasso,17.13170673623184
Example 6,Lasso,26.706355253111237
Example 6,Lasso,17.538867524413792
Example 6,Lasso,18.102928659440707
Example 6,Lasso,24.512205407391633
Example 6,Lasso,28.96825830666596
Example 6,Lasso,22.333146545782395
Example 6,Lasso,12.862264818526851
Example 6,Lasso,16.02613923967784
Example 6,Lasso,12.384921951402742
Example 6,Lasso,13.333570592160351
Example 6,Lasso,9.440701390082076
Example 6,Lasso,12.777891553480474
Example 6,Lasso,26.117236419304984
Example 6,Lasso,20.338946584503745
Example 6,Lasso,17.11227089372527
Example 6,Lasso,17.490107090380445
Example 6,Lasso,18.535209324296787
Example 6,Lasso,27.529305898322878
Example 6,Lasso,15.541451864148167
Example 6,Lasso,18.617106067687896
Example 6,Lasso,10.517236953026105
Example 6,Lasso,32.2155303553425
Example 6,Lasso,33.6513171983782
Example 6,Elastic Net,17.521311369498854
Example 6,Elastic Net,12.734130008695155
Example 6,Elastic Net,13.882824942121658
Example 6,Elastic Net,12.381008746071036
Example 6,Elastic Net,12.522935446528852
Example 6,Elastic Net,12.489646261745529
Example 6,Elastic Net,14.527139676654423
Example 6,Elastic Net,19.684108014213706
Example 6,Elastic Net,14.849870662024339
Example 6,Elastic Net,20.755782487459577
Example 6,Elastic Net,25.15163091780477
Example 6,Elastic Net,14.398318303269477
Example 6,Elastic Net,18.423660468033827
Example 6,Elastic Net,17.648929319864976
Example 6,Elastic Net,14.59775043957261
Example 6,Elastic Net,13.578315803650005
Example 6,Elastic Net,21.367656486066128
Example 6,Elastic Net,13.064936497157614
Example 6,Elastic Net,12.227239951335472
Example 6,Elastic Net,16.93497377267587
Example 6,Elastic Net,14.305766011161614
Example 6,Elastic Net,16.178718513825142
Example 6,Elastic Net,26.37849180404389
Example 6,Elastic Net,17.833954299496806
Example 6,Elastic Net,13.723674262001456
Example 6,Elastic Net,15.003173152755753
Example 6,Elastic Net,17.13170673623184
Example 6,Elastic Net,26.706355253111237
Example 6,Elastic Net,17.538867524413792
Example 6,Elastic Net,18.102928659440707
Example 6,Elastic Net,24.512205407391633
Example 6,Elastic Net,29.541784469342456
Example 6,Elastic Net,22.333146545782395
Example 6,Elastic Net,12.862264818526851
Example 6,Elastic Net,16.02613923967784
Example 6,Elastic Net,12.384921951402742
Example 6,Elastic Net,13.333570592160351
Example 6,Elastic Net,9.440701390082076
Example 6,Elastic Net,12.777891553480474
Example 6,Elastic Net,21.91056672561742
Example 6,Elastic Net,20.338946584503745
Example 6,Elastic Net,17.11227089372527
Example 6,Elastic Net,17.490107090380445
Example 6,Elastic Net,18.535209324296787
Example 6,Elastic Net,27.536515959444046
Example 6,Elastic Net,15.541451864148167
Example 6,Elastic Net,18.617106067687896
Example 6,Elastic Net,10.517236953026105
Example 6,Elastic Net,32.2155303553425
Example 6,Elastic Net,33.6513171983782
Example 6,Ridge,75.6301488607334
Example 6,Ridge,76.1075597264664
Example 6,Ridge,81.00640452785301
Example 6,Ridge,63.41154714115768
Example 6,Ridge,92.87199969817632
Example 6,Ridge,82.0700992341116
Example 6,Ridge,74.77098142244296
Example 6,Ridge,85.22578128470612
Example 6,Ridge,77.7418837749265
Example 6,Ridge,89.61547404895974
Example 6,Ridge,75.42816415898932
Example 6,Ridge,85.16773740826456
Example 6,Ridge,84.32800741689061
Example 6,Ridge,90.35511219365013
Example 6,Ridge,57.05709493472252
Example 6,Ridge,65.68262195018923
Example 6,Ridge,86.37015290178995
Example 6,Ridge,83.10849529855079
Example 6,Ridge,78.1938786104201
Example 6,Ridge,101.00992821109176
Example 6,Ridge,75.06952194998611
Example 6,Ridge,82.851724948591
Example 6,Ridge,91.86197588251501
Example 6,Ridge,91.31184062316851
Example 6,Ridge,80.77535607675455
Example 6,Ridge,95.32932943624463
Example 6,Ridge,91.39165671258412
Example 6,Ridge,84.95039809988677
Example 6,Ridge,79.27488827051924
Example 6,Ridge,58.37599243599556
Example 6,Ridge,90.11890610002267
Example 6,Ridge,96.38587202816522
Example 6,Ridge,93.1363560901373
Example 6,Ridge,68.81184539671452
Example 6,Ridge,83.8910226070994
Example 6,Ridge,83.14716372595589
Example 6,Ridge,85.57799862692157
Example 6,Ridge,82.51847634252255
Example 6,Ridge,91.3091591520409
Example 6,Ridge,65.69677425435817
Example 6,Ridge,78.73977382624616
Example 6,Ridge,81.35238897588235
Example 6,Ridge,104.8702362047449
Example 6,Ridge,53.86736423355861
Example 6,Ridge,98.39658417727216
Example 6,Ridge,99.82866689107837
Example 6,Ridge,89.1264344702187
Example 6,Ridge,66.75389840471381
Example 6,Ridge,104.09103975211924
Example 6,Ridge,101.57461734029688
Example 6,RFS Unopt,13.405527673528011
Example 6,RFS Unopt,10.273696714769494
Example 6,RFS Unopt,10.09103825168957
Example 6,RFS Unopt,10.297017706323274
Example 6,RFS Unopt,12.51745329049737
Example 6,RFS Unopt,11.266554426701598
Example 6,RFS Unopt,11.234545933041893
Example 6,RFS Unopt,11.41951195843006
Example 6,RFS Unopt,15.229619502424654
Example 6,RFS Unopt,13.337897830911507
Example 6,RFS Unopt,15.91599261256822
Example 6,RFS Unopt,12.657377902182104
Example 6,RFS Unopt,15.316142131369885
Example 6,RFS Unopt,15.054634016240506
Example 6,RFS Unopt,12.27739843245399
Example 6,RFS Unopt,16.015864978477495
Example 6,RFS Unopt,17.40428947105388
Example 6,RFS Unopt,11.492219799140194
Example 6,RFS Unopt,11.308307948020635
Example 6,RFS Unopt,13.564036230228286
Example 6,RFS Unopt,13.42371461963247
Example 6,RFS Unopt,13.240947793284198
Example 6,RFS Unopt,12.068098145021285
Example 6,RFS Unopt,16.628866944060675
Example 6,RFS Unopt,11.564371793439818
Example 6,RFS Unopt,10.091382708193471
Example 6,RFS Unopt,14.184818635959363
Example 6,RFS Unopt,15.286958135500832
Example 6,RFS Unopt,14.92104148527768
Example 6,RFS Unopt,12.057459877250254
Example 6,RFS Unopt,16.576476281623055
Example 6,RFS Unopt,16.86114714618175
Example 6,RFS Unopt,13.662825322782222
Example 6,RFS Unopt,12.837224258152974
Example 6,RFS Unopt,17.538154046343095
Example 6,RFS Unopt,11.96904564600959
Example 6,RFS Unopt,10.323192581866948
Example 6,RFS Unopt,9.993831704685856
Example 6,RFS Unopt,11.083548545568874
Example 6,RFS Unopt,13.098613189193692
Example 6,RFS Unopt,12.85757161427017
Example 6,RFS Unopt,12.06696997903559
Example 6,RFS Unopt,14.719557240314316
Example 6,RFS Unopt,11.206484283603581
Example 6,RFS Unopt,19.548005695464663
Example 6,RFS Unopt,14.52114740397361
Example 6,RFS Unopt,16.159394353531066
Example 6,RFS Unopt,10.421090901655237
Example 6,RFS Unopt,21.06501800212316
Example 6,RFS Unopt,26.182611348409075
Example 6,RFS Opt,38.117604304481226
Example 6,RFS Opt,8.31662353385434
Example 6,RFS Opt,31.748250379278847
Example 6,RFS Opt,10.423551422660916
Example 6,RFS Opt,12.774885738994318
Example 6,RFS Opt,34.26140003536575
Example 6,RFS Opt,11.289318922780067
Example 6,RFS Opt,38.845192040076725
Example 6,RFS Opt,36.10677258253095
Example 6,RFS Opt,14.279313683508853
Example 6,RFS Opt,35.599125214102514
Example 6,RFS Opt,11.145161226430295
Example 6,RFS Opt,39.075964371917145
Example 6,RFS Opt,46.52953760597392
Example 6,RFS Opt,11.118501117201928
Example 6,RFS Opt,16.083176976306905
Example 6,RFS Opt,39.492083406139976
Example 6,RFS Opt,35.69960231348188
Example 6,RFS Opt,33.44888299305363
Example 6,RFS Opt,39.4708402576729
Example 6,RFS Opt,32.59466930480524
Example 6,RFS Opt,13.210581968263037
Example 6,RFS Opt,34.266942614383694
Example 6,RFS Opt,34.10378462780639
Example 6,RFS Opt,11.818432173911678
Example 6,RFS Opt,9.001750385954074
Example 6,RFS Opt,40.22016354046024
Example 6,RFS Opt,38.14296197570654
Example 6,RFS Opt,39.66370535642945
Example 6,RFS Opt,39.3363041853443
Example 6,RFS Opt,38.544500867099345
Example 6,RFS Opt,34.93545829219823
Example 6,RFS Opt,32.80756638180849
Example 6,RFS Opt,26.01577555995615
Example 6,RFS Opt,22.67281416541024
Example 6,RFS Opt,35.877321539990554
Example 6,RFS Opt,36.73065890374657
Example 6,RFS Opt,11.25387348758075
Example 6,RFS Opt,33.28369887155104
Example 6,RFS Opt,32.18923109001835
Example 6,RFS Opt,33.34450972339919
Example 6,RFS Opt,32.81043191197215
Example 6,RFS Opt,39.270716855821775
Example 6,RFS Opt,36.898920428011316
Example 6,RFS Opt,33.558170811625764
Example 6,RFS Opt,39.757022903520195
Example 6,RFS Opt,38.917919202767926
Example 6,RFS Opt,10.706336205761637
Example 6,RFS Opt,12.464362004259964
Example 6,RFS Opt,50.78833092869019
Example 6,FS,38.80206069128688
Example 6,FS,8.084218787260816
Example 6,FS,35.785441996078426
Example 6,FS,36.62525433307867
Example 6,FS,37.63089323467138
Example 6,FS,34.26140003536584
Example 6,FS,32.21305325319742
Example 6,FS,40.28829929002915
Example 6,FS,41.261213380057235
Example 6,FS,52.424070866406474
Example 6,FS,38.39235531539001
Example 6,FS,11.145161226430266
Example 6,FS,39.07596437191711
Example 6,FS,46.52953760597389
Example 6,FS,34.99558282740271
Example 6,FS,37.12644965016887
Example 6,FS,39.49208340613995
Example 6,FS,35.699602313481776
Example 6,FS,34.3583325210096
Example 6,FS,39.415615736650324
Example 6,FS,34.69180754040893
Example 6,FS,35.22765406098788
Example 6,FS,35.12912279353188
Example 6,FS,44.91177881477702
Example 6,FS,35.47578352633575
Example 6,FS,35.38896170136683
Example 6,FS,41.57067149369896
Example 6,FS,43.41777889921017
Example 6,FS,42.45514429053557
Example 6,FS,41.745527416841924
Example 6,FS,38.54450086709926
Example 6,FS,34.935458292198234
Example 6,FS,39.422677239987436
Example 6,FS,35.353899846596526
Example 6,FS,37.68453043786032
Example 6,FS,36.3158663193327
Example 6,FS,36.730658903746566
Example 6,FS,35.00873383732945
Example 6,FS,34.54873016249426
Example 6,FS,32.189231090018346
Example 6,FS,33.34450972339918
Example 6,FS,32.810431911972174
Example 6,FS,39.270716855821675
Example 6,FS,36.898920428011344
Example 6,FS,33.558170811625786
Example 6,FS,41.5783350438448
Example 6,FS,38.91791920276794
Example 6,FS,39.31902790884916
Example 6,FS,12.134694816202538
Example 6,FS,50.78833092869013
Example 6,OLS,75.79511006077854
Example 6,OLS,85.07316670957853
Example 6,OLS,84.46719784618755
Example 6,OLS,65.87246343238982
Example 6,OLS,93.14713992116891
Example 6,OLS,81.89307514849772
Example 6,OLS,73.0539911693599
Example 6,OLS,84.86826495950807
Example 6,OLS,85.26492547226093
Example 6,OLS,96.11182733869268
Example 6,OLS,77.3629378636176
Example 6,OLS,86.17951209939793
Example 6,OLS,84.3981560949639
Example 6,OLS,91.53248023945119
Example 6,OLS,57.55599496300438
Example 6,OLS,70.01446095040038
Example 6,OLS,86.97461246165899
Example 6,OLS,83.23161299884877
Example 6,OLS,85.23796808408069
Example 6,OLS,104.98164925782918
Example 6,OLS,75.59556010792686
Example 6,OLS,85.23299873021763
Example 6,OLS,95.74391909396914
Example 6,OLS,92.37163865493147
Example 6,OLS,90.0788155667123
Example 6,OLS,95.68194022680869
Example 6,OLS,100.49470741077278
Example 6,OLS,84.81341143381391
Example 6,OLS,78.93624337951651
Example 6,OLS,58.64753449947635
Example 6,OLS,93.72152324474482
Example 6,OLS,96.1740876486965
Example 6,OLS,90.75605520605622
Example 6,OLS,68.95812783034256
Example 6,OLS,83.73925763721536
Example 6,OLS,84.30388057931569
Example 6,OLS,85.03811735296405
Example 6,OLS,82.51552456323668
Example 6,OLS,92.18350099959608
Example 6,OLS,65.8223902008193
Example 6,OLS,79.30919664838727
Example 6,OLS,82.7594102448525
Example 6,OLS,104.70943176394175
Example 6,OLS,55.860730536977805
Example 6,OLS,96.72833025171907
Example 6,OLS,103.13886149472539
Example 6,OLS,88.39665003542746
Example 6,OLS,73.09757035950679
Example 6,OLS,105.03811200953214
Example 6,OLS,107.09712091230527
